dato,skole,elevdag,laererdag,sfodag,kommentar
2017-05-25,Smiodden skole,Nei,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Smiodden skole,Ja,Ja,Ja,Fridag
2017-05-27,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-05-28,Smiodden skole,Nei,Nei,Nei,Søndag
2017-05-29,Smiodden skole,Ja,Ja,Ja,
2017-05-30,Smiodden skole,Ja,Ja,Ja,
2017-05-31,Smiodden skole,Ja,Ja,Ja,
2017-06-01,Smiodden skole,Ja,Ja,Ja,
2017-06-02,Smiodden skole,Ja,Ja,Ja,
2017-06-03,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-06-04,Smiodden skole,Nei,Nei,Nei,1. pinsedag
2017-06-05,Smiodden skole,Nei,Nei,Nei,2. pinsedag
2017-06-06,Smiodden skole,Ja,Ja,Nei,Planleggingsdag
2017-06-07,Smiodden skole,Ja,Ja,Ja,
2017-06-08,Smiodden skole,Ja,Ja,Ja,
2017-06-09,Smiodden skole,Ja,Ja,Ja,
2017-06-10,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-06-11,Smiodden skole,Nei,Nei,Nei,Søndag
2017-06-12,Smiodden skole,Ja,Ja,Ja,
2017-06-13,Smiodden skole,Ja,Ja,Ja,
2017-06-14,Smiodden skole,Ja,Ja,Ja,
2017-06-15,Smiodden skole,Ja,Ja,Ja,
2017-06-16,Smiodden skole,Ja,Ja,Ja,
2017-06-17,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-06-18,Smiodden skole,Nei,Nei,Nei,Søndag
2017-06-19,Smiodden skole,Ja,Ja,Ja,
2017-06-20,Smiodden skole,Ja,Ja,Ja,
2017-06-21,Smiodden skole,Ja,Ja,Ja,
2017-06-22,Smiodden skole,Nei,Nei,Ja,
2017-06-23,Smiodden skole,Nei,Nei,Ja,
2017-06-24,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-06-25,Smiodden skole,Nei,Nei,Nei,Søndag
2017-06-26,Smiodden skole,Nei,Nei,Ja,
2017-06-27,Smiodden skole,Nei,Nei,Ja,
2017-06-28,Smiodden skole,Nei,Nei,Ja,
2017-06-29,Smiodden skole,Nei,Nei,Ja,
2017-06-30,Smiodden skole,Nei,Nei,Ja,
2017-07-01,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-07-02,Smiodden skole,Nei,Nei,Nei,Søndag
2017-07-03,Smiodden skole,Nei,Nei,Nei,
2017-07-04,Smiodden skole,Nei,Nei,Nei,
2017-07-05,Smiodden skole,Nei,Nei,Nei,
2017-07-06,Smiodden skole,Nei,Nei,Nei,
2017-07-07,Smiodden skole,Nei,Nei,Nei,
2017-07-08,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-07-09,Smiodden skole,Nei,Nei,Nei,Søndag
2017-07-10,Smiodden skole,Nei,Nei,Nei,
2017-07-11,Smiodden skole,Nei,Nei,Nei,
2017-07-12,Smiodden skole,Nei,Nei,Nei,
2017-07-13,Smiodden skole,Nei,Nei,Nei,
2017-07-14,Smiodden skole,Nei,Nei,Nei,
2017-07-15,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-07-16,Smiodden skole,Nei,Nei,Nei,Søndag
2017-07-17,Smiodden skole,Nei,Nei,Nei,
2017-07-18,Smiodden skole,Nei,Nei,Nei,
2017-07-19,Smiodden skole,Nei,Nei,Nei,
2017-07-20,Smiodden skole,Nei,Nei,Nei,
2017-07-21,Smiodden skole,Nei,Nei,Nei,
2017-07-22,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-07-23,Smiodden skole,Nei,Nei,Nei,Søndag
2017-07-24,Smiodden skole,Nei,Nei,Nei,
2017-07-25,Smiodden skole,Nei,Nei,Nei,
2017-07-26,Smiodden skole,Nei,Nei,Nei,
2017-07-27,Smiodden skole,Nei,Nei,Nei,
2017-07-28,Smiodden skole,Nei,Nei,Nei,
2017-07-29,Smiodden skole,Nei,Nei,Nei,Lørdag
2017-07-30,Smiodden skole,Nei,Nei,Nei,Søndag
2017-07-31,Smiodden skole,Nei,Nei,Nei,
2016-08-01,Storhaug skole,Nei,Nei,Nei,Planleggingsdag
2016-08-02,Storhaug skole,Nei,Nei,Ja,første dag - sfo
2016-08-03,Storhaug skole,Nei,Nei,Ja,
2016-08-04,Storhaug skole,Nei,Nei,Ja,
2016-08-05,Storhaug skole,Nei,Nei,Ja,
2016-08-06,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-08-07,Storhaug skole,Nei,Nei,Nei,Søndag
2016-08-08,Storhaug skole,Nei,Nei,Ja,
2016-08-09,Storhaug skole,Nei,Nei,Ja,
2016-08-10,Storhaug skole,Nei,Nei,Ja,
2016-08-11,Storhaug skole,Nei,Nei,Ja,
2016-08-12,Storhaug skole,Nei,Nei,Ja,
2016-08-13,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-08-14,Storhaug skole,Nei,Nei,Nei,Søndag
2016-08-15,Storhaug skole,Nei,Ja,Nei,Planleggingsdag
2016-08-16,Storhaug skole,Nei,Ja,Ja,Planleggingsdag
2016-08-17,Storhaug skole,Nei,Ja,Nei,Planleggingsdag
2016-08-18,Storhaug skole,Ja,Ja,Ja,første skoledag
2016-08-19,Storhaug skole,Ja,Ja,Ja,
2016-08-20,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-08-21,Storhaug skole,Nei,Nei,Nei,Søndag
2016-08-22,Storhaug skole,Ja,Ja,Ja,
2016-08-23,Storhaug skole,Ja,Ja,Ja,
2016-08-24,Storhaug skole,Ja,Ja,Ja,
2016-08-25,Storhaug skole,Ja,Ja,Ja,
2016-08-26,Storhaug skole,Ja,Ja,Ja,
2016-08-27,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-08-28,Storhaug skole,Nei,Nei,Nei,Søndag
2016-08-29,Storhaug skole,Ja,Ja,Ja,
2016-08-30,Storhaug skole,Ja,Ja,Ja,
2016-08-31,Storhaug skole,Ja,Ja,Ja,
2016-09-01,Storhaug skole,Ja,Ja,Ja,
2016-09-02,Storhaug skole,Ja,Ja,Ja,
2016-09-03,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-09-04,Storhaug skole,Nei,Nei,Nei,Søndag
2016-09-05,Storhaug skole,Ja,Ja,Ja,
2016-09-06,Storhaug skole,Ja,Ja,Ja,
2016-09-07,Storhaug skole,Ja,Ja,Ja,
2016-09-08,Storhaug skole,Ja,Ja,Ja,
2016-09-09,Storhaug skole,Ja,Ja,Ja,
2016-09-10,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-09-11,Storhaug skole,Nei,Nei,Nei,Søndag
2016-09-12,Storhaug skole,Ja,Ja,Ja,
2016-09-13,Storhaug skole,Ja,Ja,Ja,
2016-09-14,Storhaug skole,Ja,Ja,Ja,
2016-09-15,Storhaug skole,Ja,Ja,Ja,
2016-09-16,Storhaug skole,Ja,Ja,Ja,
2016-09-17,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-09-18,Storhaug skole,Nei,Nei,Nei,Søndag
2016-09-19,Storhaug skole,Ja,Ja,Ja,
2016-09-20,Storhaug skole,Ja,Ja,Ja,
2016-09-21,Storhaug skole,Ja,Ja,Ja,
2016-09-22,Storhaug skole,Ja,Ja,Ja,
2016-09-23,Storhaug skole,Ja,Ja,Ja,
2016-09-24,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-09-25,Storhaug skole,Nei,Nei,Nei,Søndag
2016-09-26,Storhaug skole,Ja,Ja,Ja,
2016-09-27,Storhaug skole,Ja,Ja,Ja,
2016-09-28,Storhaug skole,Ja,Ja,Ja,
2016-09-29,Storhaug skole,Ja,Ja,Ja,
2016-09-30,Storhaug skole,Ja,Ja,Ja,
2016-10-01,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-10-02,Storhaug skole,Nei,Nei,Nei,Søndag
2016-10-03,Storhaug skole,Ja,Ja,Ja,
2016-10-04,Storhaug skole,Ja,Ja,Ja,
2016-10-05,Storhaug skole,Ja,Ja,Ja,
2016-10-06,Storhaug skole,Ja,Ja,Ja,
2016-10-07,Storhaug skole,Ja,Ja,Ja,
2016-10-08,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-10-09,Storhaug skole,Nei,Nei,Nei,Søndag
2016-10-10,Storhaug skole,Nei,Nei,Ja,Høstferie
2016-10-11,Storhaug skole,Nei,Nei,Ja,Høstferie
2016-10-12,Storhaug skole,Nei,Nei,Ja,Høstferie
2016-10-13,Storhaug skole,Nei,Nei,Ja,Høstferie
2016-10-14,Storhaug skole,Nei,Nei,Ja,Høstferie
2016-10-15,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-10-16,Storhaug skole,Nei,Nei,Nei,Søndag
2016-10-17,Storhaug skole,Ja,Ja,Ja,
2016-10-18,Storhaug skole,Ja,Ja,Ja,
2016-10-19,Storhaug skole,Ja,Ja,Ja,
2016-10-20,Storhaug skole,Ja,Ja,Ja,
2016-10-21,Storhaug skole,Ja,Ja,Ja,
2016-10-22,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-10-23,Storhaug skole,Nei,Nei,Nei,Søndag
2016-10-24,Storhaug skole,Ja,Ja,Ja,
2016-10-25,Storhaug skole,Ja,Ja,Ja,
2016-10-26,Storhaug skole,Ja,Ja,Ja,
2016-10-27,Storhaug skole,Ja,Ja,Ja,
2016-10-28,Storhaug skole,Ja,Ja,Ja,
2016-10-29,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-10-30,Storhaug skole,Nei,Nei,Nei,Søndag
2016-10-31,Storhaug skole,Ja,Ja,Ja,
2016-11-01,Storhaug skole,Ja,Ja,Ja,
2016-11-02,Storhaug skole,Ja,Ja,Ja,
2016-11-03,Storhaug skole,Ja,Ja,Ja,
2016-11-04,Storhaug skole,Ja,Ja,Ja,
2016-11-05,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-11-06,Storhaug skole,Nei,Nei,Nei,Søndag
2016-11-07,Storhaug skole,Ja,Ja,Ja,
2016-11-08,Storhaug skole,Ja,Ja,Ja,
2016-11-09,Storhaug skole,Ja,Ja,Ja,
2016-11-10,Storhaug skole,Ja,Ja,Ja,
2016-11-11,Storhaug skole,Ja,Ja,Ja,
2016-11-12,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-11-13,Storhaug skole,Nei,Nei,Nei,Søndag
2016-11-14,Storhaug skole,Ja,Ja,Ja,
2016-11-15,Storhaug skole,Ja,Ja,Ja,
2016-11-16,Storhaug skole,Ja,Ja,Ja,
2016-11-17,Storhaug skole,Ja,Ja,Ja,
2016-11-18,Storhaug skole,Nei,Ja,Nei,Planleggingsdag
2016-11-19,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-11-20,Storhaug skole,Nei,Nei,Nei,Søndag
2016-11-21,Storhaug skole,Ja,Ja,Ja,
2016-11-22,Storhaug skole,Ja,Ja,Ja,
2016-11-23,Storhaug skole,Ja,Ja,Ja,
2016-11-24,Storhaug skole,Ja,Ja,Ja,
2016-11-25,Storhaug skole,Ja,Ja,Ja,
2016-11-26,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-11-27,Storhaug skole,Nei,Nei,Nei,Søndag
2016-11-28,Storhaug skole,Ja,Ja,Ja,
2016-11-29,Storhaug skole,Ja,Ja,Ja,
2016-11-30,Storhaug skole,Ja,Ja,Ja,
2016-12-01,Storhaug skole,Ja,Ja,Ja,
2016-12-02,Storhaug skole,Ja,Ja,Ja,
2016-12-03,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-12-04,Storhaug skole,Nei,Nei,Nei,Søndag
2016-12-05,Storhaug skole,Ja,Ja,Ja,
2016-12-06,Storhaug skole,Ja,Ja,Ja,
2016-12-07,Storhaug skole,Ja,Ja,Ja,
2016-12-08,Storhaug skole,Ja,Ja,Ja,
2016-12-09,Storhaug skole,Ja,Ja,Ja,
2016-12-10,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-12-11,Storhaug skole,Nei,Nei,Nei,Søndag
2016-12-12,Storhaug skole,Ja,Ja,Ja,
2016-12-13,Storhaug skole,Ja,Ja,Ja,
2016-12-14,Storhaug skole,Ja,Ja,Ja,
2016-12-15,Storhaug skole,Ja,Ja,Ja,
2016-12-16,Storhaug skole,Ja,Ja,Ja,
2016-12-17,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-12-18,Storhaug skole,Nei,Nei,Nei,Søndag
2016-12-19,Storhaug skole,Ja,Ja,Ja,
2016-12-20,Storhaug skole,Ja,Ja,Ja,
2016-12-21,Storhaug skole,Ja,Ja,Ja,
2016-12-22,Storhaug skole,Nei,Nei,Ja,Juleferie
2016-12-23,Storhaug skole,Nei,Nei,Ja,Juleferie
2016-12-24,Storhaug skole,Nei,Nei,Nei,Lørdag
2016-12-25,Storhaug skole,Nei,Nei,Nei,1. juledag
2016-12-26,Storhaug skole,Nei,Nei,Nei,2. juledag
2016-12-27,Storhaug skole,Nei,Nei,Ja,Juleferie
2016-12-28,Storhaug skole,Nei,Nei,Ja,Juleferie
2016-12-29,Storhaug skole,Nei,Nei,Ja,Juleferie
2016-12-30,Storhaug skole,Nei,Nei,Ja,Juleferie
2016-12-31,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-01-01,Storhaug skole,Nei,Nei,Nei,1. Nyttårsdag
2017-01-02,Storhaug skole,Ja,Ja,Ja,
2017-01-03,Storhaug skole,Ja,Ja,Ja,
2017-01-04,Storhaug skole,Ja,Ja,Ja,
2017-01-05,Storhaug skole,Ja,Ja,Ja,
2017-01-06,Storhaug skole,Ja,Ja,Ja,
2017-01-07,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-01-08,Storhaug skole,Nei,Nei,Nei,Søndag
2017-01-09,Storhaug skole,Ja,Ja,Ja,
2017-01-10,Storhaug skole,Ja,Ja,Ja,
2017-01-11,Storhaug skole,Ja,Ja,Ja,
2017-01-12,Storhaug skole,Ja,Ja,Ja,
2017-01-13,Storhaug skole,Ja,Ja,Ja,
2017-01-14,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-01-15,Storhaug skole,Nei,Nei,Nei,Søndag
2017-01-16,Storhaug skole,Ja,Ja,Ja,
2017-01-17,Storhaug skole,Ja,Ja,Ja,
2017-01-18,Storhaug skole,Ja,Ja,Ja,
2017-01-19,Storhaug skole,Ja,Ja,Ja,
2017-01-20,Storhaug skole,Ja,Ja,Ja,
2017-01-21,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-01-22,Storhaug skole,Nei,Nei,Nei,Søndag
2017-01-23,Storhaug skole,Ja,Ja,Ja,
2017-01-24,Storhaug skole,Ja,Ja,Ja,
2017-01-25,Storhaug skole,Ja,Ja,Ja,
2017-01-26,Storhaug skole,Ja,Ja,Ja,
2017-01-27,Storhaug skole,Ja,Ja,Ja,
2017-01-28,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-01-29,Storhaug skole,Nei,Nei,Nei,Søndag
2017-01-30,Storhaug skole,Ja,Ja,Ja,
2017-01-31,Storhaug skole,Ja,Ja,Ja,
2017-02-01,Storhaug skole,Ja,Ja,Ja,
2017-02-02,Storhaug skole,Ja,Ja,Ja,
2017-02-03,Storhaug skole,Ja,Ja,Ja,
2017-02-04,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-02-05,Storhaug skole,Nei,Nei,Nei,Søndag
2017-02-06,Storhaug skole,Ja,Ja,Ja,
2017-02-07,Storhaug skole,Ja,Ja,Ja,
2017-02-08,Storhaug skole,Ja,Ja,Ja,
2017-02-09,Storhaug skole,Ja,Ja,Ja,
2017-02-10,Storhaug skole,Ja,Ja,Ja,
2017-02-11,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-02-12,Storhaug skole,Nei,Nei,Nei,Søndag
2017-02-13,Storhaug skole,Ja,Ja,Ja,
2017-02-14,Storhaug skole,Ja,Ja,Ja,
2017-02-15,Storhaug skole,Ja,Ja,Ja,
2017-02-16,Storhaug skole,Ja,Ja,Ja,
2017-02-17,Storhaug skole,Ja,Ja,Ja,
2017-02-18,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-02-19,Storhaug skole,Nei,Nei,Nei,Søndag
2017-02-20,Storhaug skole,Ja,Ja,Ja,
2017-02-21,Storhaug skole,Ja,Ja,Ja,
2017-02-22,Storhaug skole,Ja,Ja,Ja,
2017-02-23,Storhaug skole,Ja,Ja,Ja,
2017-02-24,Storhaug skole,Ja,Ja,Ja,
2017-02-25,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-02-26,Storhaug skole,Nei,Nei,Nei,Søndag
2017-02-27,Storhaug skole,Nei,Nei,Ja,Vinterferie
2017-02-28,Storhaug skole,Nei,Nei,Ja,Vinterferie
2017-03-01,Storhaug skole,Nei,Nei,Ja,Vinterferie
2017-03-02,Storhaug skole,Nei,Nei,Ja,Vinterferie
2017-03-03,Storhaug skole,Nei,Nei,Ja,Vinterferie
2017-03-04,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-03-05,Storhaug skole,Nei,Nei,Nei,Søndag
2017-03-06,Storhaug skole,Ja,Ja,Ja,
2017-03-07,Storhaug skole,Ja,Ja,Ja,
2017-03-08,Storhaug skole,Ja,Ja,Ja,
2017-03-09,Storhaug skole,Ja,Ja,Ja,
2017-03-10,Storhaug skole,Ja,Ja,Ja,
2017-03-11,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-03-12,Storhaug skole,Nei,Nei,Nei,Søndag
2017-03-13,Storhaug skole,Ja,Ja,Ja,
2017-03-14,Storhaug skole,Ja,Ja,Ja,
2017-03-15,Storhaug skole,Ja,Ja,Ja,
2017-03-16,Storhaug skole,Ja,Ja,Ja,
2017-03-17,Storhaug skole,Ja,Ja,Ja,
2017-03-18,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-03-19,Storhaug skole,Nei,Nei,Nei,Søndag
2017-03-20,Storhaug skole,Ja,Ja,Ja,
2017-03-21,Storhaug skole,Ja,Ja,Ja,
2017-03-22,Storhaug skole,Ja,Ja,Ja,
2017-03-23,Storhaug skole,Ja,Ja,Ja,
2017-03-24,Storhaug skole,Ja,Ja,Ja,
2017-03-25,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-03-26,Storhaug skole,Nei,Nei,Nei,Søndag
2017-03-27,Storhaug skole,Ja,Ja,Ja,
2017-03-28,Storhaug skole,Ja,Ja,Ja,
2017-03-29,Storhaug skole,Ja,Ja,Ja,
2017-03-30,Storhaug skole,Ja,Ja,Ja,
2017-03-31,Storhaug skole,Ja,Ja,Ja,
2017-04-01,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-04-02,Storhaug skole,Nei,Nei,Nei,Søndag
2017-04-03,Storhaug skole,Ja,Ja,Ja,
2017-04-04,Storhaug skole,Ja,Ja,Ja,
2017-04-05,Storhaug skole,Ja,Ja,Ja,
2017-04-06,Storhaug skole,Ja,Ja,Ja,
2017-04-07,Storhaug skole,Ja,Ja,Ja,
2017-04-08,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-04-09,Storhaug skole,Nei,Nei,Nei,Palmesøndag
2017-04-10,Storhaug skole,Nei,Nei,Ja,Påskeferie
2017-04-11,Storhaug skole,Nei,Nei,Ja,Påskeferie
2017-04-12,Storhaug skole,Nei,Nei,Ja,Påskeferie
2017-04-13,Storhaug skole,Nei,Nei,Nei,Skjærtorsdag
2017-04-14,Storhaug skole,Nei,Nei,Nei,Langfredag
2017-04-15,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-04-16,Storhaug skole,Nei,Nei,Nei,1. påskedag
2017-04-17,Storhaug skole,Nei,Nei,Nei,2. påskedag
2017-04-18,Storhaug skole,Nei,Ja,Nei,Planleggingsdag
2017-04-19,Storhaug skole,Ja,Ja,Ja,
2017-04-20,Storhaug skole,Ja,Ja,Ja,
2017-04-21,Storhaug skole,Ja,Ja,Ja,
2017-04-22,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-04-23,Storhaug skole,Nei,Nei,Nei,Søndag
2017-04-24,Storhaug skole,Ja,Ja,Ja,
2017-04-25,Storhaug skole,Ja,Ja,Ja,
2017-04-26,Storhaug skole,Ja,Ja,Ja,
2017-04-27,Storhaug skole,Ja,Ja,Ja,
2017-04-28,Storhaug skole,Ja,Ja,Ja,
2017-04-29,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-04-30,Storhaug skole,Nei,Nei,Nei,Søndag
2017-05-01,Storhaug skole,Nei,Nei,Nei,Off. Høytidsdag
2017-05-02,Storhaug skole,Ja,Ja,Ja,
2017-05-03,Storhaug skole,Ja,Ja,Ja,
2017-05-04,Storhaug skole,Ja,Ja,Ja,
2017-05-05,Storhaug skole,Ja,Ja,Ja,
2017-05-06,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-05-07,Storhaug skole,Nei,Nei,Nei,Søndag
2017-05-08,Storhaug skole,Ja,Ja,Ja,
2017-05-09,Storhaug skole,Ja,Ja,Ja,
2017-05-10,Storhaug skole,Ja,Ja,Ja,
2017-05-11,Storhaug skole,Ja,Ja,Ja,
2017-05-12,Storhaug skole,Ja,Ja,Ja,
2017-05-13,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-05-14,Storhaug skole,Nei,Nei,Nei,Søndag
2017-05-15,Storhaug skole,Ja,Ja,Ja,
2017-05-16,Storhaug skole,Ja,Ja,Ja,
2017-05-17,Storhaug skole,Nei,Nei,Nei,Grunnlovsdag
2017-05-18,Storhaug skole,Ja,Ja,Ja,
2017-05-19,Storhaug skole,Ja,Ja,Ja,
2017-05-20,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-05-21,Storhaug skole,Nei,Nei,Nei,Søndag
2017-05-22,Storhaug skole,Ja,Ja,Ja,
2017-05-23,Storhaug skole,Ja,Ja,Ja,
2017-05-24,Storhaug skole,Ja,Ja,Ja,
2017-05-25,Storhaug skole,Nei,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Storhaug skole,Nei,Ja,Ja,Fridag
2017-05-27,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-05-28,Storhaug skole,Nei,Nei,Nei,Søndag
2017-05-29,Storhaug skole,Ja,Ja,Ja,
2017-05-30,Storhaug skole,Ja,Ja,Ja,
2017-05-31,Storhaug skole,Ja,Ja,Ja,
2017-06-01,Storhaug skole,Ja,Ja,Ja,
2017-06-02,Storhaug skole,Ja,Ja,Ja,
2017-06-03,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-06-04,Storhaug skole,Nei,Nei,Nei,1. pinsedag
2017-06-05,Storhaug skole,Nei,Nei,Nei,2. pinsedag
2017-06-06,Storhaug skole,Ja,Ja,Ja,
2017-06-07,Storhaug skole,Ja,Ja,Ja,
2017-06-08,Storhaug skole,Ja,Ja,Ja,
2017-06-09,Storhaug skole,Ja,Ja,Ja,
2017-06-10,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-06-11,Storhaug skole,Nei,Nei,Nei,Søndag
2017-06-12,Storhaug skole,Ja,Ja,Ja,
2017-06-13,Storhaug skole,Ja,Ja,Ja,
2017-06-14,Storhaug skole,Ja,Ja,Ja,
2017-06-15,Storhaug skole,Ja,Ja,Ja,
2017-06-16,Storhaug skole,Ja,Ja,Ja,
2017-06-17,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-06-18,Storhaug skole,Nei,Nei,Nei,Søndag
2017-06-19,Storhaug skole,Ja,Ja,Ja,
2017-06-20,Storhaug skole,Ja,Ja,Ja,
2017-06-21,Storhaug skole,Ja,Ja,Ja,siste skoledag
2017-06-22,Storhaug skole,Nei,Nei,Ja,
2017-06-23,Storhaug skole,Nei,Nei,Ja,
2017-06-24,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-06-25,Storhaug skole,Nei,Nei,Nei,Søndag
2017-06-26,Storhaug skole,Nei,Nei,Ja,
2017-06-27,Storhaug skole,Nei,Nei,Ja,
2017-06-28,Storhaug skole,Nei,Nei,Ja,
2017-06-29,Storhaug skole,Nei,Nei,Ja,
2017-06-30,Storhaug skole,Nei,Nei,Ja,siste dag - sfo
2017-07-01,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-07-02,Storhaug skole,Nei,Nei,Nei,Søndag
2017-07-03,Storhaug skole,Nei,Nei,Nei,
2017-07-04,Storhaug skole,Nei,Nei,Nei,
2017-07-05,Storhaug skole,Nei,Nei,Nei,
2017-07-06,Storhaug skole,Nei,Nei,Nei,
2017-07-07,Storhaug skole,Nei,Nei,Nei,
2017-07-08,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-07-09,Storhaug skole,Nei,Nei,Nei,Søndag
2017-07-10,Storhaug skole,Nei,Nei,Nei,
2017-07-11,Storhaug skole,Nei,Nei,Nei,
2017-07-12,Storhaug skole,Nei,Nei,Nei,
2017-07-13,Storhaug skole,Nei,Nei,Nei,
2017-07-14,Storhaug skole,Nei,Nei,Nei,
2017-07-15,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-07-16,Storhaug skole,Nei,Nei,Nei,Søndag
2017-07-17,Storhaug skole,Nei,Nei,Nei,
2017-07-18,Storhaug skole,Nei,Nei,Nei,
2017-07-19,Storhaug skole,Nei,Nei,Nei,
2017-07-20,Storhaug skole,Nei,Nei,Nei,
2017-07-21,Storhaug skole,Nei,Nei,Nei,
2017-07-22,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-07-23,Storhaug skole,Nei,Nei,Nei,Søndag
2017-07-24,Storhaug skole,Nei,Nei,Nei,
2017-07-25,Storhaug skole,Nei,Nei,Nei,
2017-07-26,Storhaug skole,Nei,Nei,Nei,
2017-07-27,Storhaug skole,Nei,Nei,Nei,
2017-07-28,Storhaug skole,Nei,Nei,Nei,
2017-07-29,Storhaug skole,Nei,Nei,Nei,Lørdag
2017-07-30,Storhaug skole,Nei,Nei,Nei,Søndag
2017-07-31,Storhaug skole,Nei,Nei,Nei,
2016-08-01,St. Svithun skole,Nei,Nei,Nei,
2016-08-02,St. Svithun skole,Nei,Nei,Nei,
2016-08-03,St. Svithun skole,Nei,Nei,Nei,
2016-08-04,St. Svithun skole,Nei,Nei,Nei,
2016-08-05,St. Svithun skole,Nei,Nei,Nei,
2016-08-06,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-08-07,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-08-08,St. Svithun skole,Nei,Nei,Nei,
2016-08-09,St. Svithun skole,Nei,Nei,Nei,
2016-08-10,St. Svithun skole,Nei,Nei,Nei,
2016-08-11,St. Svithun skole,Nei,Nei,Nei,
2016-08-12,St. Svithun skole,Nei,Nei,Nei,
2016-08-13,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-08-14,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-08-15,St. Svithun skole,Nei,Ja,Nei,Planleggingsdag
2016-08-16,St. Svithun skole,Nei,Ja,Nei,Planleggingsdag
2016-08-17,St. Svithun skole,Nei,Ja,Nei,Planleggingsdag
2016-08-18,St. Svithun skole,Ja,Ja,Nei,første skoledag
2016-08-19,St. Svithun skole,Ja,Ja,Nei,
2016-08-20,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-08-21,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-08-22,St. Svithun skole,Ja,Ja,Nei,
2016-08-23,St. Svithun skole,Ja,Ja,Nei,
2016-08-24,St. Svithun skole,Ja,Ja,Nei,
2016-08-25,St. Svithun skole,Ja,Ja,Nei,
2016-08-26,St. Svithun skole,Ja,Ja,Nei,
2016-08-27,St. Svithun skole,Nei,Nei,Nei,Lørdag
2016-08-28,St. Svithun skole,Nei,Nei,Nei,Søndag
2016-08-29,St. Svithun skole,Ja,Ja,Nei,
2016-08-30,St. Svithun skole,Ja,Ja,Nei,
2016-08-31,St. Svithun skole,Ja,Ja,Nei,
2016-09-01,St. Svithun skole,Ja,Ja,Nei,
